case_id,case_type,subject_identified,account_scope_documented,lookback_days,scope_elements_total,scope_elements_reviewed,evidence_item_count,evidence_source_types,corroborated_typology,disposition,rationale_claim_count,rationale_cited_count,escalation_trigger_count,escalation_flag,alert_to_open_days,open_to_complete_days,chronology_present,missing_5w,empty_narrative_fields,label,category,expected_check
CASE-0000611,SANCTIONS_REFERRAL,1,1,135,4,4,7,open_source|correspondence|negative_news_search,0,CLOSED_NO_FINDING,5,5,0,0,2,15,1,,,0,clean,
CASE-0000612,STRUCTURING,1,1,126,6,6,8,negative_news_search|correspondence|account_statements,1,ESCALATED_WITH_FINDING,3,3,3,1,2,15,1,,,0,clean,
CASE-0000613,FUNNEL_ACCOUNT,1,1,188,4,4,3,kyc_file|account_statements|internal_referral,0,ESCALATED_WITH_FINDING,3,3,2,1,5,29,1,,,0,clean,
CASE-0000614,FUNNEL_ACCOUNT,1,1,302,5,5,8,kyc_file|open_source|correspondence|account_statements,0,CLOSED_NO_FINDING,2,2,0,0,4,28,1,,,0,clean,
CASE-0000615,SANCTIONS_REFERRAL,1,1,106,8,8,6,negative_news_search|account_statements|internal_referral,0,ESCALATED_WITH_FINDING,5,5,2,1,2,16,1,,,0,clean,
CASE-0000616,FUNNEL_ACCOUNT,1,1,232,3,3,4,transaction_records|negative_news_search|correspondence,0,CLOSED_NO_FINDING,3,3,0,0,3,97,0,,,0,major_findings,
CASE-0000617,STRUCTURING,1,1,141,5,5,8,account_statements|correspondence|internal_referral|transaction_records,0,CLOSED_NO_FINDING,3,3,0,0,2,13,1,,,0,clean,
CASE-0000618,FRAUD_REFERRAL,1,1,78,4,4,4,account_statements|kyc_file|open_source,0,CLOSED_NO_FINDING,3,0,0,0,1,24,1,,,1,plant_uncited_disposition,unsupported_disposition
CASE-0000619,LAYERING_PASSTHROUGH,1,1,189,8,8,5,correspondence|account_statements,0,CLOSED_NO_FINDING,3,3,0,0,5,34,1,,,0,clean,
CASE-0000620,SANCTIONS_REFERRAL,1,1,156,4,4,6,kyc_file|account_statements|correspondence|internal_referral,0,CLOSED_NO_FINDING,2,2,0,0,4,14,1,,,0,clean,
CASE-0000621,STRUCTURING,1,1,153,7,7,6,transaction_records|open_source|negative_news_search|correspondence,0,CLOSED_NO_FINDING,3,3,0,1,4,33,1,,,0,minor_findings,
CASE-0000622,SANCTIONS_REFERRAL,1,1,124,6,6,9,correspondence|negative_news_search|transaction_records|account_statements,0,CLOSED_NO_FINDING,3,3,0,0,4,11,1,,,0,clean,
CASE-0000623,FUNNEL_ACCOUNT,1,1,241,5,5,9,account_statements|kyc_file|internal_referral|transaction_records,0,CLOSED_NO_FINDING,3,3,1,0,2,25,1,,,1,plant_missed_escalation,missed_escalation
CASE-0000624,STRUCTURING,1,1,122,6,6,9,kyc_file|open_source|correspondence,1,ESCALATED_WITH_FINDING,4,4,1,1,5,17,1,,,0,clean,
CASE-0000625,STRUCTURING,1,1,126,7,7,4,account_statements|transaction_records|internal_referral,1,ESCALATED_WITH_FINDING,2,2,3,1,1,15,1,,,0,clean,
CASE-0000626,STRUCTURING,1,1,150,8,8,6,negative_news_search|account_statements|correspondence|kyc_file,0,CLOSED_NO_FINDING,2,2,0,0,3,21,1,,,0,clean,
CASE-0000627,STRUCTURING,1,1,158,6,6,3,internal_referral|negative_news_search|account_statements,0,CLOSED_NO_FINDING,5,5,0,0,2,67,1,,,0,major_findings,
CASE-0000628,LAYERING_PASSTHROUGH,1,1,229,6,6,4,correspondence|account_statements|open_source,0,CLOSED_NO_FINDING,5,5,0,0,4,31,1,,,0,clean,
CASE-0000629,FUNNEL_ACCOUNT,1,1,224,4,4,3,correspondence|internal_referral|kyc_file,0,CLOSED_NO_FINDING,4,4,0,0,3,18,1,,,0,clean,
CASE-0000630,FUNNEL_ACCOUNT,1,1,183,7,7,3,account_statements|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,5,20,1,,,0,clean,
CASE-0000631,LAYERING_PASSTHROUGH,1,1,321,6,6,6,negative_news_search,0,CLOSED_NO_FINDING,3,3,0,0,3,61,1,,,0,minor_findings,
CASE-0000632,STRUCTURING,1,1,125,7,7,5,transaction_records|open_source,0,CLOSED_NO_FINDING,4,4,0,0,1,24,1,,,0,clean,
CASE-0000633,STRUCTURING,1,1,90,7,7,8,open_source|account_statements|transaction_records,0,CLOSED_NO_FINDING,3,3,0,0,4,8,1,,,0,clean,
CASE-0000634,FUNNEL_ACCOUNT,1,1,224,4,4,10,negative_news_search|correspondence,1,ESCALATED_WITH_FINDING,4,4,3,1,2,19,1,,,0,clean,
CASE-0000635,FUNNEL_ACCOUNT,1,1,244,4,4,9,correspondence|account_statements|negative_news_search|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,2,16,0,,conclusion,0,major_findings,
CASE-0000636,LAYERING_PASSTHROUGH,1,1,294,8,8,9,correspondence|account_statements|open_source|internal_referral,0,CLOSED_NO_FINDING,3,3,0,0,3,32,1,,,0,clean,
CASE-0000637,SANCTIONS_REFERRAL,1,1,103,8,8,4,internal_referral|transaction_records|account_statements,0,CLOSED_NO_FINDING,3,3,2,0,4,8,1,,,1,plant_missed_escalation,missed_escalation
CASE-0000638,SANCTIONS_REFERRAL,1,1,161,6,6,4,transaction_records|correspondence|negative_news_search,1,ESCALATED_WITH_FINDING,4,4,1,1,2,15,1,,,0,clean,
CASE-0000639,LAYERING_PASSTHROUGH,1,1,287,8,8,9,internal_referral|open_source|account_statements,0,CLOSED_NO_FINDING,5,5,0,0,1,32,1,,,0,clean,
CASE-0000640,STRUCTURING,1,1,123,8,8,10,transaction_records|negative_news_search,0,CLOSED_NO_FINDING,3,3,0,0,2,15,1,,,0,clean,
CASE-0000641,FUNNEL_ACCOUNT,1,1,121,4,4,3,transaction_records|account_statements|kyc_file|correspondence,0,CLOSED_NO_FINDING,6,6,0,0,1,101,1,,,0,major_findings,
CASE-0000642,FUNNEL_ACCOUNT,1,1,211,7,7,3,correspondence|negative_news_search|transaction_records|open_source,0,CLOSED_NO_FINDING,4,4,0,0,1,39,1,,,0,clean,
CASE-0000643,LAYERING_PASSTHROUGH,1,1,233,4,4,6,transaction_records|correspondence,1,ESCALATED_WITH_FINDING,5,5,1,1,4,32,1,,,0,clean,
CASE-0000644,STRUCTURING,1,1,147,3,3,5,account_statements|transaction_records|open_source|internal_referral,0,CLOSED_NO_FINDING,4,4,0,0,2,25,1,,,0,clean,
CASE-0000645,LAYERING_PASSTHROUGH,1,1,197,6,6,6,kyc_file|correspondence,0,CLOSED_NO_FINDING,3,3,0,0,5,22,1,,,0,clean,
CASE-0000646,SANCTIONS_REFERRAL,1,1,137,3,3,7,negative_news_search|kyc_file|transaction_records|correspondence,1,ESCALATED_WITH_FINDING,3,3,3,1,2,11,1,,,0,clean,
CASE-0000647,FRAUD_REFERRAL,1,1,88,3,3,9,correspondence|internal_referral|account_statements|kyc_file,0,CLOSED_NO_FINDING,3,3,0,0,5,9,1,,,0,clean,
CASE-0000648,FRAUD_REFERRAL,1,1,83,8,8,8,negative_news_search,0,CLOSED_NO_FINDING,5,5,0,1,3,25,1,,,0,minor_findings,
CASE-0000649,FRAUD_REFERRAL,1,1,74,3,3,9,negative_news_search|transaction_records,0,CLOSED_NO_FINDING,2,2,0,0,2,35,1,,,0,minor_findings,
CASE-0000650,STRUCTURING,1,1,143,6,6,8,kyc_file|correspondence,1,ESCALATED_WITH_FINDING,2,2,2,1,5,23,1,,,0,clean,
CASE-0000651,STRUCTURING,1,1,113,8,8,6,negative_news_search|transaction_records,0,CLOSED_NO_FINDING,3,3,0,1,1,14,1,,,0,minor_findings,
CASE-0000652,LAYERING_PASSTHROUGH,1,1,189,3,3,10,account_statements|transaction_records,1,CLOSED_NO_FINDING,3,3,0,0,2,26,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000653,STRUCTURING,1,1,120,3,3,10,account_statements|internal_referral|correspondence,0,CLOSED_NO_FINDING,3,3,0,0,2,13,1,,,0,clean,
CASE-0000654,LAYERING_PASSTHROUGH,1,1,209,8,8,10,kyc_file|open_source,0,CLOSED_NO_FINDING,5,5,0,0,5,24,1,,,0,clean,
CASE-0000655,FUNNEL_ACCOUNT,1,1,182,6,6,9,correspondence|transaction_records|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,4,32,1,,,0,clean,
CASE-0000656,LAYERING_PASSTHROUGH,1,1,220,6,6,10,kyc_file|account_statements,0,CLOSED_NO_FINDING,5,5,0,0,4,25,1,,,0,clean,
CASE-0000657,FRAUD_REFERRAL,1,1,83,5,5,9,internal_referral|kyc_file|open_source,1,ESCALATED_WITH_FINDING,5,5,3,1,5,19,1,,,0,clean,
CASE-0000658,FRAUD_REFERRAL,1,1,67,7,7,9,correspondence|internal_referral|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,1,17,1,,,0,clean,
CASE-0000659,LAYERING_PASSTHROUGH,1,1,235,8,8,9,account_statements|correspondence|open_source|transaction_records,0,CLOSED_NO_FINDING,4,4,0,0,4,79,1,,,0,major_findings,
CASE-0000660,STRUCTURING,1,1,150,8,8,3,correspondence|transaction_records,0,CLOSED_NO_FINDING,0,0,0,0,2,19,1,,,1,plant_missing_mandatory,missing_mandatory_element
CASE-0000661,STRUCTURING,1,1,149,4,2,7,kyc_file|negative_news_search|internal_referral|open_source,0,CLOSED_NO_FINDING,6,6,0,0,2,24,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000662,FRAUD_REFERRAL,1,1,18,7,7,8,kyc_file|internal_referral,0,CLOSED_NO_FINDING,3,3,0,0,1,12,1,where,,0,major_findings,
CASE-0000663,SANCTIONS_REFERRAL,1,1,102,4,4,5,account_statements|correspondence|open_source|internal_referral,0,CLOSED_NO_FINDING,6,6,0,0,3,13,1,,,0,clean,
CASE-0000664,FUNNEL_ACCOUNT,0,1,287,3,3,6,correspondence|open_source|internal_referral,0,CLOSED_NO_FINDING,6,6,0,0,2,20,1,,,1,plant_missing_mandatory,missing_mandatory_element
CASE-0000665,STRUCTURING,1,1,132,3,3,10,internal_referral|transaction_records|correspondence,0,CLOSED_NO_FINDING,2,2,0,0,3,10,1,,,0,clean,
CASE-0000666,FRAUD_REFERRAL,1,1,98,7,7,9,negative_news_search|kyc_file|open_source|correspondence,0,CLOSED_NO_FINDING,4,4,0,0,1,12,1,,,0,clean,
CASE-0000667,FUNNEL_ACCOUNT,1,1,315,4,4,9,open_source,0,CLOSED_NO_FINDING,4,4,0,0,3,39,1,,,0,minor_findings,
CASE-0000668,FUNNEL_ACCOUNT,1,1,305,3,3,7,correspondence|account_statements|kyc_file|open_source,1,CLOSED_NO_FINDING,6,6,0,0,2,16,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000669,LAYERING_PASSTHROUGH,1,1,317,8,8,8,internal_referral|kyc_file,1,CLOSED_NO_FINDING,2,2,0,0,2,16,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000670,SANCTIONS_REFERRAL,1,1,143,6,6,4,open_source|correspondence|transaction_records,0,CLOSED_NO_FINDING,5,5,0,0,5,44,1,,conclusion,0,major_findings,
CASE-0000671,FUNNEL_ACCOUNT,1,1,204,6,6,10,open_source|internal_referral,1,ESCALATED_WITH_FINDING,6,6,1,1,5,37,1,,,0,clean,
CASE-0000672,FRAUD_REFERRAL,1,1,61,8,8,8,correspondence|kyc_file|account_statements,0,CLOSED_NO_FINDING,4,4,0,0,1,18,1,,,0,clean,
CASE-0000673,FRAUD_REFERRAL,1,1,90,7,7,10,correspondence|internal_referral,0,CLOSED_NO_FINDING,4,4,0,1,1,21,1,,,0,minor_findings,
CASE-0000674,LAYERING_PASSTHROUGH,1,1,62,8,8,9,internal_referral|negative_news_search|open_source|account_statements,0,CLOSED_NO_FINDING,3,3,0,0,3,24,1,when,,0,major_findings,
CASE-0000675,FRAUD_REFERRAL,1,1,100,4,4,9,internal_referral|transaction_records|kyc_file|correspondence,0,CLOSED_NO_FINDING,6,6,0,0,1,20,0,,,0,major_findings,
CASE-0000676,FUNNEL_ACCOUNT,1,1,254,4,2,6,open_source|transaction_records,0,CLOSED_NO_FINDING,6,6,0,0,3,34,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000677,STRUCTURING,1,1,58,6,6,7,internal_referral|correspondence,0,CLOSED_NO_FINDING,2,2,0,0,2,18,1,why|where,,0,major_findings,
CASE-0000678,STRUCTURING,1,1,100,5,5,6,correspondence|account_statements|transaction_records|internal_referral,0,CLOSED_NO_FINDING,5,5,0,0,1,27,1,,,0,clean,
CASE-0000679,STRUCTURING,1,1,118,7,7,9,open_source|kyc_file|correspondence|negative_news_search,0,CLOSED_NO_FINDING,2,2,0,0,5,52,1,who|what,,0,major_findings,
CASE-0000680,STRUCTURING,1,1,131,4,4,10,open_source|kyc_file|account_statements|negative_news_search,1,CLOSED_NO_FINDING,3,3,0,0,3,16,1,,,1,plant_hidden_contradiction,contradictory_disposition
CASE-0000681,SANCTIONS_REFERRAL,1,1,117,4,4,9,correspondence|account_statements|transaction_records|negative_news_search,0,CLOSED_NO_FINDING,4,4,0,0,5,4,1,,,0,clean,
CASE-0000682,STRUCTURING,1,1,136,7,6,9,account_statements,0,CLOSED_NO_FINDING,5,5,0,0,1,12,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000683,FUNNEL_ACCOUNT,1,1,291,6,6,4,correspondence|internal_referral|open_source,0,CLOSED_NO_FINDING,4,4,0,0,2,32,1,,,0,clean,
CASE-0000684,FUNNEL_ACCOUNT,1,1,197,3,3,6,open_source,0,CLOSED_NO_FINDING,6,6,0,0,2,59,1,,,0,minor_findings,
CASE-0000685,LAYERING_PASSTHROUGH,1,1,189,5,5,5,correspondence|internal_referral|transaction_records,0,CLOSED_NO_FINDING,5,5,0,0,5,16,1,,,0,clean,
CASE-0000686,LAYERING_PASSTHROUGH,1,1,300,7,7,4,negative_news_search,0,CLOSED_NO_FINDING,3,3,0,0,5,25,1,,,0,minor_findings,
CASE-0000687,FUNNEL_ACCOUNT,1,1,192,4,4,7,transaction_records|correspondence,1,ESCALATED_WITH_FINDING,6,6,3,1,5,18,1,,,0,clean,
CASE-0000688,FRAUD_REFERRAL,1,1,103,7,7,7,negative_news_search|open_source|account_statements|internal_referral,0,CLOSED_NO_FINDING,4,4,0,0,2,14,1,,,0,clean,
CASE-0000689,FRAUD_REFERRAL,1,1,64,8,8,3,transaction_records|account_statements,0,CLOSED_NO_FINDING,3,3,0,0,5,15,1,,,0,clean,
CASE-0000690,FRAUD_REFERRAL,1,1,77,7,7,5,negative_news_search|open_source|transaction_records|kyc_file,0,CLOSED_NO_FINDING,4,4,0,0,5,16,1,,,0,clean,
CASE-0000691,FRAUD_REFERRAL,1,1,80,8,8,5,account_statements|transaction_records|kyc_file|correspondence,0,CLOSED_NO_FINDING,4,4,0,0,1,26,1,,,0,clean,
CASE-0000692,LAYERING_PASSTHROUGH,1,1,298,6,6,8,open_source|transaction_records|negative_news_search,0,CLOSED_NO_FINDING,3,3,0,0,1,48,1,,,0,minor_findings,
CASE-0000693,FUNNEL_ACCOUNT,1,1,310,5,5,7,open_source,0,CLOSED_NO_FINDING,4,4,0,0,3,30,1,,,0,minor_findings,
CASE-0000694,STRUCTURING,1,1,102,3,1,7,correspondence|open_source|transaction_records|kyc_file,0,CLOSED_NO_FINDING,6,6,0,0,1,23,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000695,FRAUD_REFERRAL,1,1,68,6,6,9,negative_news_search|account_statements|kyc_file,0,CLOSED_NO_FINDING,2,2,0,1,2,15,1,,,0,minor_findings,
CASE-0000696,FUNNEL_ACCOUNT,1,1,320,8,8,6,negative_news_search|open_source|internal_referral|account_statements,0,CLOSED_NO_FINDING,5,5,0,0,1,39,1,,,0,clean,
CASE-0000697,SANCTIONS_REFERRAL,1,1,127,6,4,6,internal_referral|transaction_records|kyc_file,0,CLOSED_NO_FINDING,5,5,0,0,5,6,1,,,1,plant_unreviewed_scope,cleared_with_unreviewed_scope
CASE-0000698,STRUCTURING,1,1,131,4,4,4,kyc_file|negative_news_search|open_source|transaction_records,0,CLOSED_NO_FINDING,5,5,0,0,5,32,1,,,0,minor_findings,
CASE-0000699,FUNNEL_ACCOUNT,1,1,181,8,8,9,negative_news_search|internal_referral|kyc_file|account_statements,0,CLOSED_NO_FINDING,6,6,0,1,5,17,1,,,0,minor_findings,
